"FILENAME";"RESULT";"COMMENT"
"instance15152.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02448.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00195.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14211.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15614.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01011.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01894.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10664.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02901.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07369.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance11640.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14070.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance09266.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02863.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00485.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01771.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10019.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance05293.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08850.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11046.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance08414.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00008.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04201.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05463.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04898.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09421.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15894.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03954.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02450.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02512.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09981.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03627.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13110.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01426.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13853.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance12454.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance08418.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance13386.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11614.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02409.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13973.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance07374.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02271.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01114.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13920.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00968.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15344.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance06517.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01438.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15212.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05271.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01283.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04399.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01195.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02203.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11920.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10013.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance07333.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04181.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11115.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01220.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04460.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09139.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13339.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01210.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04407.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04009.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08337.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09772.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04963.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01571.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08434.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance13567.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03325.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06652.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04494.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04671.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10219.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04881.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10342.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03540.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00925.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01970.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03918.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03311.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01537.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02741.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11064.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03000.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01444.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00271.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11724.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04371.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08699.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02346.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03839.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11429.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04959.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11164.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance08085.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00009.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00866.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03778.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13249.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05505.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03295.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00346.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01216.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04905.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08736.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03404.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05321.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05414.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04251.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01072.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03653.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14796.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10279.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14898.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15317.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02886.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12686.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance05627.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02209.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10022.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01662.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03592.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03361.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00397.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07682.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance11672.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance05190.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05127.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01629.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01153.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02713.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00234.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13579.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00232.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07858.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance08998.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance09786.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02218.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14251.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05691.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01823.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05075.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06738.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08309.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01590.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01205.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01667.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04764.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09962.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02662.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15744.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance07413.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00754.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00250.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04449.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01508.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09245.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00451.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13271.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04606.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03795.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06345.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04472.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11317.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance12673.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance05329.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00584.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00694.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08171.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance06843.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14328.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03962.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13783.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15025.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01754.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14312.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance06593.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02871.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10514.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04858.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01903.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15659.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01074.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02561.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03418.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02789.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07966.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00309.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10990.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance11575.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04940.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07574.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12797.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02720.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09204.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04465.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09903.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02430.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12273.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance11979.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01309.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08728.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14905.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05846.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05287.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13576.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance07692.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04827.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00163.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09364.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance13918.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14583.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01556.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00568.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14026.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02165.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03171.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01533.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05633.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08560.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03151.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07096.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance05736.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00939.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14870.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance07706.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance09891.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14559.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00487.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01024.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00794.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07183.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04233.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01004.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05779.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01763.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03181.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00431.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00972.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13157.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03543.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01618.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07402.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance12983.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03425.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07548.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00595.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00199.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05860.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07575.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15753.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02499.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00552.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08791.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04745.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01772.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03330.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10181.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01172.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02546.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13015.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02628.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00561.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12684.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14400.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05035.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15206.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02722.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06211.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04655.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07951.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04753.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14531.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11417.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance12320.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14605.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07006.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01315.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00518.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11287.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02127.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02163.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02945.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06478.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance08172.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance06847.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13445.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13348.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance11669.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03391.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03669.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02360.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04966.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01939.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00000.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09917.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06867.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02204.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04939.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06038.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00916.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01105.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13247.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15241.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00144.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12129.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15383.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00317.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05068.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01530.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00760.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04184.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02708.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06657.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04039.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08546.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02367.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00682.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05386.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06740.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01501.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01055.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01579.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00275.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02772.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00433.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12097.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00842.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12719.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance10717.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02746.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12767.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02445.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15454.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04577.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
